Time,Source,Destination,Protocol,Length,Info
56.608866,72.34.250.78,192.168.1.9,TLSv1.2,117,"Change Cipher Spec, Encrypted Handshake Message"
56.608925,192.168.1.9,72.34.250.78,TCP,66,53444  >  443 [ACK] Seq=644 Ack=5658 Win=131008 Len=0 TSval=1074049615 TSecr=1182842493
56.609893,52.43.69.79,192.168.1.9,TLSv1.2,656,Application Data
56.609895,52.43.69.79,192.168.1.9,TLSv1.2,100,Application Data
56.609931,192.168.1.9,52.43.69.79,TCP,66,51891  >  443 [ACK] Seq=7162 Ack=4335 Win=2038 Len=0 TSval=1074049616 TSecr=116523735
56.609932,192.168.1.9,52.43.69.79,TCP,66,51891  >  443 [ACK] Seq=7162 Ack=4369 Win=2038 Len=0 TSval=1074049616 TSecr=116523735
56.612932,104.254.148.166,192.168.1.9,TCP,66,443  >  53405 [ACK] Seq=3789 Ack=19836 Win=73728 Len=0 TSval=4273044143 TSecr=1074049577
56.613947,104.254.148.166,192.168.1.9,TLSv1.2,1082,Application Data
56.614014,192.168.1.9,104.254.148.166,TCP,66,53405  >  443 [ACK] Seq=19836 Ack=4805 Win=130048 Len=0 TSval=1074049619 TSecr=4273044144
56.615004,192.168.1.9,72.34.250.78,TCP,1514,53444  >  443 [ACK] Seq=644 Ack=5658 Win=131072 Len=1448 TSval=1074049619 TSecr=1182842493 [TCP segment of a reassembled PDU]
56.615004,192.168.1.9,72.34.250.78,TLSv1.2,1083,Application Data
56.625211,159.127.41.105,192.168.1.9,TLSv1.2,340,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
56.625217,159.127.41.105,192.168.1.9,TLSv1.2,340,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
56.625323,192.168.1.9,159.127.41.105,TCP,66,53452  >  443 [ACK] Seq=644 Ack=3510 Win=130752 Len=0 TSval=1074049630 TSecr=4252260678
56.625324,192.168.1.9,159.127.41.105,TCP,66,53454  >  443 [ACK] Seq=644 Ack=3510 Win=130752 Len=0 TSval=1074049630 TSecr=4252260678
56.626129,159.127.41.105,192.168.1.9,TLSv1.2,340,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
56.626133,159.127.41.105,192.168.1.9,TLSv1.2,340,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
56.626134,159.127.41.105,192.168.1.9,TCP,66,443  >  53446 [ACK] Seq=3510 Ack=2383 Win=35840 Len=0 TSval=4252260678 TSecr=1074049600
56.626202,192.168.1.9,159.127.41.105,TCP,66,53450  >  443 [ACK] Seq=644 Ack=3510 Win=130752 Len=0 TSval=1074049630 TSecr=4252260678
56.626202,192.168.1.9,159.127.41.105,TCP,66,53456  >  443 [ACK] Seq=644 Ack=3510 Win=130752 Len=0 TSval=1074049630 TSecr=4252260678
56.626456,159.127.41.105,192.168.1.9,TLSv1.2,340,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
56.62646,159.127.41.105,192.168.1.9,TLSv1.2,487,Application Data
56.626511,192.168.1.9,159.127.41.105,TCP,66,53448  >  443 [ACK] Seq=644 Ack=3510 Win=130752 Len=0 TSval=1074049631 TSecr=4252260679
56.626567,192.168.1.9,159.127.41.105,TCP,66,53446  >  443 [ACK] Seq=2383 Ack=3931 Win=130624 Len=0 TSval=1074049631 TSecr=4252260680
56.627221,159.127.41.105,192.168.1.9,TLSv1.2,97,Encrypted Alert
56.627266,192.168.1.9,159.127.41.105,TCP,66,53446  >  443 [ACK] Seq=2383 Ack=3963 Win=131008 Len=0 TSval=1074049631 TSecr=4252260680
56.627771,192.168.1.9,159.127.41.105,TLSv1.2,97,Encrypted Alert
56.62795,192.168.1.9,159.127.41.105,TCP,54,"53446  >  443 [RST, ACK] Seq=2414 Ack=3963 Win=131008 Len=0"
56.629649,192.168.1.9,159.127.41.105,TCP,78,53458  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1074049633 TSecr=0 SACK_PERM=1
56.633992,52.52.208.22,192.168.1.9,TCP,1514,443  >  52291 [ACK] Seq=22209 Ack=9410 Win=422 Len=1448 TSval=521379317 TSecr=1074049499 [TCP segment of a reassembled PDU]
56.633994,52.52.208.22,192.168.1.9,TCP,1514,443  >  52291 [ACK] Seq=23657 Ack=9410 Win=422 Len=1448 TSval=521379317 TSecr=1074049499 [TCP segment of a reassembled PDU]
56.633995,52.52.208.22,192.168.1.9,TCP,1514,443  >  52291 [ACK] Seq=25105 Ack=9410 Win=422 Len=1448 TSval=521379317 TSecr=1074049499 [TCP segment of a reassembled PDU]
56.634037,192.168.1.9,52.52.208.22,TCP,66,52291  >  443 [ACK] Seq=9410 Ack=25105 Win=2002 Len=0 TSval=1074049637 TSecr=521379317
56.634065,192.168.1.9,52.52.208.22,TCP,66,52291  >  443 [ACK] Seq=9410 Ack=26553 Win=2048 Len=0 TSval=1074049637 TSecr=521379317
56.634225,52.52.208.22,192.168.1.9,TCP,1514,443  >  52291 [ACK] Seq=26553 Ack=9410 Win=422 Len=1448 TSval=521379317 TSecr=1074049499 [TCP segment of a reassembled PDU]
56.634228,52.52.208.22,192.168.1.9,TLSv1.2,74,Application Data
56.634264,192.168.1.9,52.52.208.22,TCP,66,52291  >  443 [ACK] Seq=9410 Ack=28009 Win=2025 Len=0 TSval=1074049637 TSecr=521379317
56.634437,192.168.1.9,159.127.41.105,TCP,1514,53454  >  443 [ACK] Seq=644 Ack=3510 Win=131072 Len=1448 TSval=1074049638 TSecr=4252260678 [TCP segment of a reassembled PDU]
56.634437,192.168.1.9,159.127.41.105,TLSv1.2,390,Application Data
56.638936,192.168.1.9,159.127.41.105,TCP,1514,53452  >  443 [ACK] Seq=644 Ack=3510 Win=131072 Len=1448 TSval=1074049641 TSecr=4252260678 [TCP segment of a reassembled PDU]
56.638936,192.168.1.9,159.127.41.105,TLSv1.2,355,Application Data
56.642763,192.168.1.9,159.127.41.105,TCP,1514,53456  >  443 [ACK] Seq=644 Ack=3510 Win=131072 Len=1448 TSval=1074049644 TSecr=4252260678 [TCP segment of a reassembled PDU]
56.642764,192.168.1.9,159.127.41.105,TLSv1.2,391,Application Data
56.646447,192.168.1.9,159.127.41.105,TCP,1514,53450  >  443 [ACK] Seq=644 Ack=3510 Win=131072 Len=1448 TSval=1074049647 TSecr=4252260678 [TCP segment of a reassembled PDU]
56.646448,192.168.1.9,159.127.41.105,TLSv1.2,347,Application Data
56.649771,192.168.1.9,159.127.41.105,TCP,1514,53448  >  443 [ACK] Seq=644 Ack=3510 Win=131072 Len=1448 TSval=1074049650 TSecr=4252260679 [TCP segment of a reassembled PDU]
56.649772,192.168.1.9,159.127.41.105,TLSv1.2,348,Application Data
56.655265,104.16.68.69,192.168.1.9,TLSv1.2,634,Application Data
56.655302,192.168.1.9,104.16.68.69,TCP,54,52281  >  443 [ACK] Seq=12006 Ack=4061 Win=4086 Len=0
56.661097,72.34.250.78,192.168.1.9,TCP,66,443  >  53444 [ACK] Seq=5658 Ack=3109 Win=35840 Len=0 TSval=1182842506 TSecr=1074049619
56.662093,52.9.68.83,192.168.1.9,TLSv1.2,290,Application Data
56.662152,192.168.1.9,52.9.68.83,TCP,66,53407  >  443 [ACK] Seq=2544 Ack=5991 Win=130816 Len=0 TSval=1074049661 TSecr=85720818
56.66593,159.127.41.105,192.168.1.9,TCP,54,443  >  53446 [RST] Seq=3963 Win=0 Len=0
56.666918,159.127.41.105,192.168.1.9,TCP,74,"443  >  53458 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 TSval=4252260719 TSecr=1074049633 WS=512"
56.666983,192.168.1.9,159.127.41.105,TCP,66,53458  >  443 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=1074049665 TSecr=4252260719
56.66725,192.168.1.9,159.127.41.105,TLSv1.2,583,Client Hello
56.672554,72.34.250.78,192.168.1.9,TLSv1.2,994,Application Data
56.672561,159.127.41.105,192.168.1.9,TCP,66,443  >  53454 [ACK] Seq=3510 Ack=2416 Win=35840 Len=0 TSval=4252260726 TSecr=1074049638
56.672562,159.127.41.105,192.168.1.9,TCP,66,443  >  53452 [ACK] Seq=3510 Ack=2381 Win=35840 Len=0 TSval=4252260726 TSecr=1074049641
56.672571,38.140.99.21,192.168.1.9,TCP,66,443  >  51894 [ACK] Seq=10039 Ack=11425 Win=330 Len=0 TSval=1656966385 TSecr=1074049601
56.67266,192.168.1.9,72.34.250.78,TCP,66,53444  >  443 [ACK] Seq=3109 Ack=6586 Win=130112 Len=0 TSval=1074049671 TSecr=1182842509
56.673801,159.127.41.105,192.168.1.9,TLSv1.2,487,Application Data
56.673805,159.127.41.105,192.168.1.9,TLSv1.2,487,Application Data
56.673869,192.168.1.9,159.127.41.105,TCP,66,53452  >  443 [ACK] Seq=2381 Ack=3931 Win=130624 Len=0 TSval=1074049672 TSecr=4252260727
56.67387,192.168.1.9,159.127.41.105,TCP,66,53454  >  443 [ACK] Seq=2416 Ack=3931 Win=130624 Len=0 TSval=1074049672 TSecr=4252260727
56.674929,159.127.41.105,192.168.1.9,TLSv1.2,97,Encrypted Alert
56.674933,159.127.41.105,192.168.1.9,TLSv1.2,97,Encrypted Alert
56.674983,192.168.1.9,159.127.41.105,TCP,66,53452  >  443 [ACK] Seq=2381 Ack=3963 Win=131008 Len=0 TSval=1074049673 TSecr=4252260727
56.675025,192.168.1.9,159.127.41.105,TCP,66,53454  >  443 [ACK] Seq=2416 Ack=3963 Win=131008 Len=0 TSval=1074049673 TSecr=4252260727
56.675133,192.168.1.9,159.127.41.105,TLSv1.2,97,Encrypted Alert
56.675201,192.168.1.9,159.127.41.105,TLSv1.2,97,Encrypted Alert
56.675346,192.168.1.9,159.127.41.105,TCP,54,"53454  >  443 [RST, ACK] Seq=2447 Ack=3963 Win=131008 Len=0"
56.67536,192.168.1.9,159.127.41.105,TCP,54,"53452  >  443 [RST, ACK] Seq=2412 Ack=3963 Win=131008 Len=0"
56.677728,192.168.1.9,159.127.41.105,TCP,78,53460  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1074049675 TSecr=0 SACK_PERM=1
56.679493,159.127.41.105,192.168.1.9,TCP,66,443  >  53456 [ACK] Seq=3510 Ack=2417 Win=35840 Len=0 TSval=4252260732 TSecr=1074049644
56.679496,159.127.41.105,192.168.1.9,TCP,66,443  >  53450 [ACK] Seq=3510 Ack=2373 Win=35840 Len=0 TSval=4252260732 TSecr=1074049647
56.680894,159.127.41.105,192.168.1.9,TLSv1.2,487,Application Data
56.680897,159.127.41.105,192.168.1.9,TLSv1.2,487,Application Data
56.680898,159.127.41.105,192.168.1.9,TLSv1.2,97,Encrypted Alert
56.680952,192.168.1.9,159.127.41.105,TCP,66,53456  >  443 [ACK] Seq=2417 Ack=3931 Win=130624 Len=0 TSval=1074049678 TSecr=4252260734
56.680952,192.168.1.9,159.127.41.105,TCP,66,53450  >  443 [ACK] Seq=2373 Ack=3931 Win=130624 Len=0 TSval=1074049678 TSecr=4252260734
56.680972,192.168.1.9,159.127.41.105,TCP,66,53456  >  443 [ACK] Seq=2417 Ack=3963 Win=130560 Len=0 TSval=1074049678 TSecr=4252260734
56.681013,159.127.41.105,192.168.1.9,TLSv1.2,97,Encrypted Alert
56.681068,192.168.1.9,159.127.41.105,TCP,66,53450  >  443 [ACK] Seq=2373 Ack=3963 Win=131008 Len=0 TSval=1074049678 TSecr=4252260734
56.682178,192.168.1.9,159.127.41.105,TLSv1.2,97,Encrypted Alert
56.682288,192.168.1.9,159.127.41.105,TLSv1.2,97,Encrypted Alert
56.682306,192.168.1.9,159.127.41.105,TCP,54,"53450  >  443 [RST, ACK] Seq=2404 Ack=3963 Win=131008 Len=0"
56.682462,192.168.1.9,159.127.41.105,TCP,54,"53456  >  443 [RST, ACK] Seq=2448 Ack=3963 Win=131008 Len=0"
56.686072,159.127.41.105,192.168.1.9,TCP,66,443  >  53448 [ACK] Seq=3510 Ack=2374 Win=35840 Len=0 TSval=4252260740 TSecr=1074049650
56.686965,159.127.41.105,192.168.1.9,TLSv1.2,487,Application Data
56.687037,192.168.1.9,159.127.41.105,TCP,66,53448  >  443 [ACK] Seq=2374 Ack=3931 Win=130624 Len=0 TSval=1074049682 TSecr=4252260740
56.687794,159.127.41.105,192.168.1.9,TLSv1.2,97,Encrypted Alert
56.687857,192.168.1.9,159.127.41.105,TCP,66,53448  >  443 [ACK] Seq=2374 Ack=3963 Win=131008 Len=0 TSval=1074049683 TSecr=4252260740
56.68844,192.168.1.9,159.127.41.105,TLSv1.2,97,Encrypted Alert
56.688581,192.168.1.9,159.127.41.105,TCP,54,"53448  >  443 [RST, ACK] Seq=2405 Ack=3963 Win=131008 Len=0"
56.694851,38.140.99.21,192.168.1.9,TCP,1514,443  >  51894 [ACK] Seq=10039 Ack=11425 Win=330 Len=1448 TSval=1656966390 TSecr=1074049601 [TCP segment of a reassembled PDU]
56.694857,38.140.99.21,192.168.1.9,TLSv1.2,284,Application Data
56.694933,192.168.1.9,38.140.99.21,TCP,66,51894  >  443 [ACK] Seq=11425 Ack=11705 Win=2021 Len=0 TSval=1074049689 TSecr=1656966390
56.702784,104.254.148.166,192.168.1.9,TCP,1514,443  >  53406 [ACK] Seq=14258 Ack=28814 Win=94208 Len=1448 TSval=4273044166 TSecr=1074049552 [TCP segment of a reassembled PDU]
56.702791,104.254.148.166,192.168.1.9,TCP,1514,443  >  53406 [ACK] Seq=15706 Ack=28814 Win=94208 Len=1448 TSval=4273044166 TSecr=1074049552 [TCP segment of a reassembled PDU]
56.702793,104.254.148.166,192.168.1.9,TCP,1514,443  >  53406 [ACK] Seq=17154 Ack=28814 Win=94208 Len=1448 TSval=4273044166 TSecr=1074049552 [TCP segment of a reassembled PDU]
56.702897,192.168.1.9,104.254.148.166,TCP,66,53406  >  443 [ACK] Seq=28814 Ack=17154 Win=128128 Len=0 TSval=1074049696 TSecr=4273044166
56.702987,104.254.148.166,192.168.1.9,TCP,1514,443  >  53406 [ACK] Seq=18602 Ack=28814 Win=94208 Len=1448 TSval=4273044166 TSecr=1074049552 [TCP segment of a reassembled PDU]
56.703,104.254.148.166,192.168.1.9,TCP,1514,443  >  53406 [ACK] Seq=20050 Ack=28814 Win=94208 Len=1448 TSval=4273044166 TSecr=1074049552 [TCP segment of a reassembled PDU]
56.70302,192.168.1.9,104.254.148.166,TCP,66,53406  >  443 [ACK] Seq=28814 Ack=18602 Win=131072 Len=0 TSval=1074049696 TSecr=4273044166
56.703076,192.168.1.9,104.254.148.166,TCP,66,53406  >  443 [ACK] Seq=28814 Ack=21498 Win=128128 Len=0 TSval=1074049696 TSecr=4273044166
56.70314,192.168.1.9,104.254.148.166,TCP,66,[TCP Window Update] 53406  >  443 [ACK] Seq=28814 Ack=21498 Win=131072 Len=0 TSval=1074049696 TSecr=4273044166
56.703895,104.254.148.166,192.168.1.9,TCP,1514,443  >  53406 [ACK] Seq=21498 Ack=28814 Win=94208 Len=1448 TSval=4273044166 TSecr=1074049552 [TCP segment of a reassembled PDU]
56.703902,104.254.148.166,192.168.1.9,TCP,1514,443  >  53406 [ACK] Seq=22946 Ack=28814 Win=94208 Len=1448 TSval=4273044166 TSecr=1074049552 [TCP segment of a reassembled PDU]
56.703904,104.254.148.166,192.168.1.9,TCP,1514,443  >  53406 [ACK] Seq=24394 Ack=28814 Win=94208 Len=1448 TSval=4273044166 TSecr=1074049552 [TCP segment of a reassembled PDU]
56.703906,104.254.148.166,192.168.1.9,TLSv1.2,141,Application Data
56.704049,159.127.41.105,192.168.1.9,TCP,66,443  >  53458 [ACK] Seq=1 Ack=518 Win=30208 Len=0 TSval=4252260757 TSecr=1074049666
56.704071,192.168.1.9,104.254.148.166,TCP,66,53406  >  443 [ACK] Seq=28814 Ack=24394 Win=128128 Len=0 TSval=1074049697 TSecr=4273044166
56.704072,192.168.1.9,104.254.148.166,TCP,66,53406  >  443 [ACK] Seq=28814 Ack=25917 Win=126592 Len=0 TSval=1074049697 TSecr=4273044166
56.704072,192.168.1.9,104.254.148.166,TCP,66,[TCP Window Update] 53406  >  443 [ACK] Seq=28814 Ack=25917 Win=131072 Len=0 TSval=1074049697 TSecr=4273044166
56.706582,159.127.41.105,192.168.1.9,TLSv1.2,1514,Server Hello
56.706587,159.127.41.105,192.168.1.9,TLSv1.2,1514,Certificate [TCP segment of a reassembled PDU]
56.706588,159.127.41.105,192.168.1.9,TLSv1.2,405,"Server Key Exchange, Server Hello Done"
56.70666,192.168.1.9,159.127.41.105,TCP,66,53458  >  443 [ACK] Seq=518 Ack=2897 Win=128832 Len=0 TSval=1074049699 TSecr=4252260758
56.706661,192.168.1.9,159.127.41.105,TCP,66,53458  >  443 [ACK] Seq=518 Ack=3236 Win=128512 Len=0 TSval=1074049699 TSecr=4252260758
56.707453,192.168.1.9,159.127.41.105,TLSv1.2,192,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
56.710983,159.127.41.105,192.168.1.9,TCP,54,443  >  53454 [RST] Seq=3963 Win=0 Len=0
56.710988,159.127.41.105,192.168.1.9,TCP,54,443  >  53452 [RST] Seq=3963 Win=0 Len=0
56.71698,159.127.41.105,192.168.1.9,TCP,54,443  >  53456 [RST] Seq=3963 Win=0 Len=0
56.716986,159.127.41.105,192.168.1.9,TCP,74,"443  >  53460 [SYN, ACK] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 TSval=4252260770 TSecr=1074049675 WS=512"
56.716988,159.127.41.105,192.168.1.9,TCP,54,443  >  53450 [RST] Seq=3963 Win=0 Len=0
56.717089,192.168.1.9,159.127.41.105,TCP,66,53460  >  443 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=1074049709 TSecr=4252260770
56.717483,192.168.1.9,159.127.41.105,TLSv1.2,583,Client Hello
56.721877,159.127.41.105,192.168.1.9,TCP,54,443  >  53448 [RST] Seq=3963 Win=0 Len=0
56.738695,23.218.109.92,192.168.1.9,TCP,1514,443  >  51874 [ACK] Seq=7357 Ack=6095 Win=1253 Len=1448 TSval=1835657809 TSecr=1074049506 [TCP segment of a reassembled PDU]
56.738701,23.218.109.92,192.168.1.9,TLSv1.2,696,Application Data
56.738702,23.218.109.92,192.168.1.9,TCP,1514,443  >  51874 [ACK] Seq=9435 Ack=6095 Win=1253 Len=1448 TSval=1835657809 TSecr=1074049506 [TCP segment of a reassembled PDU]
56.738704,23.218.109.92,192.168.1.9,TCP,1514,443  >  51874 [ACK] Seq=10883 Ack=6095 Win=1253 Len=1448 TSval=1835657809 TSecr=1074049506 [TCP segment of a reassembled PDU]
56.738814,192.168.1.9,23.218.109.92,TCP,66,51874  >  443 [ACK] Seq=6095 Ack=9435 Win=2015 Len=0 TSval=1074049729 TSecr=1835657809
56.738814,192.168.1.9,23.218.109.92,TCP,66,51874  >  443 [ACK] Seq=6095 Ack=12331 Win=1970 Len=0 TSval=1074049729 TSecr=1835657809
56.738894,23.218.109.92,192.168.1.9,TLSv1.2,1059,Application Data
56.738961,192.168.1.9,23.218.109.92,TCP,66,51874  >  443 [ACK] Seq=6095 Ack=13324 Win=1987 Len=0 TSval=1074049729 TSecr=1835657809
56.739374,192.168.1.9,23.218.109.92,TCP,66,[TCP Window Update] 51874  >  443 [ACK] Seq=6095 Ack=13324 Win=2048 Len=0 TSval=1074049729 TSecr=1835657809
56.742338,159.127.41.105,192.168.1.9,TLSv1.2,340,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
56.742406,192.168.1.9,159.127.41.105,TCP,66,53458  >  443 [ACK] Seq=644 Ack=3510 Win=130752 Len=0 TSval=1074049732 TSecr=4252260796
56.750219,192.168.1.9,159.127.41.105,TCP,1514,53458  >  443 [ACK] Seq=644 Ack=3510 Win=131072 Len=1448 TSval=1074049739 TSecr=4252260796 [TCP segment of a reassembled PDU]
56.75022,192.168.1.9,159.127.41.105,TLSv1.2,361,Application Data
56.756935,159.127.41.105,192.168.1.9,TCP,66,443  >  53460 [ACK] Seq=1 Ack=518 Win=30208 Len=0 TSval=4252260810 TSecr=1074049709
56.758927,159.127.41.105,192.168.1.9,TLSv1.2,1514,Server Hello
56.75893,159.127.41.105,192.168.1.9,TLSv1.2,1514,Certificate [TCP segment of a reassembled PDU]
56.75893,159.127.41.105,192.168.1.9,TLSv1.2,405,"Server Key Exchange, Server Hello Done"
56.758972,192.168.1.9,159.127.41.105,TCP,66,53460  >  443 [ACK] Seq=518 Ack=2897 Win=128832 Len=0 TSval=1074049746 TSecr=4252260812
56.758972,192.168.1.9,159.127.41.105,TCP,66,53460  >  443 [ACK] Seq=518 Ack=3236 Win=128512 Len=0 TSval=1074049746 TSecr=4252260812
56.759585,192.168.1.9,159.127.41.105,TLSv1.2,192,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
56.787462,159.127.41.105,192.168.1.9,TCP,66,443  >  53458 [ACK] Seq=3510 Ack=2387 Win=35840 Len=0 TSval=4252260840 TSecr=1074049739
56.787467,159.127.41.105,192.168.1.9,TLSv1.2,487,Application Data
56.787544,192.168.1.9,159.127.41.105,TCP,66,53458  >  443 [ACK] Seq=2387 Ack=3931 Win=130624 Len=0 TSval=1074049773 TSecr=4252260841
56.787797,159.127.41.105,192.168.1.9,TLSv1.2,97,Encrypted Alert
56.787847,192.168.1.9,159.127.41.105,TCP,66,53458  >  443 [ACK] Seq=2387 Ack=3963 Win=131008 Len=0 TSval=1074049773 TSecr=4252260841
56.788922,192.168.1.9,159.127.41.105,TLSv1.2,97,Encrypted Alert
56.789036,192.168.1.9,159.127.41.105,TCP,54,"53458  >  443 [RST, ACK] Seq=2418 Ack=3963 Win=131008 Len=0"
56.792837,159.127.41.105,192.168.1.9,TLSv1.2,340,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
56.792933,192.168.1.9,159.127.41.105,TCP,66,53460  >  443 [ACK] Seq=644 Ack=3510 Win=130752 Len=0 TSval=1074049778 TSecr=4252260846
56.800123,192.168.1.9,159.127.41.105,TCP,1514,53460  >  443 [ACK] Seq=644 Ack=3510 Win=131072 Len=1448 TSval=1074049784 TSecr=4252260846 [TCP segment of a reassembled PDU]
56.800123,192.168.1.9,159.127.41.105,TLSv1.2,364,Application Data
56.82274,159.127.41.105,192.168.1.9,TCP,54,443  >  53458 [RST] Seq=3963 Win=0 Len=0
56.834358,159.127.41.105,192.168.1.9,TCP,66,443  >  53460 [ACK] Seq=3510 Ack=2390 Win=35840 Len=0 TSval=4252260888 TSecr=1074049784
56.835334,159.127.41.105,192.168.1.9,TLSv1.2,487,Application Data
56.835426,192.168.1.9,159.127.41.105,TCP,66,53460  >  443 [ACK] Seq=2390 Ack=3931 Win=130624 Len=0 TSval=1074049817 TSecr=4252260889
56.835957,159.127.41.105,192.168.1.9,TLSv1.2,97,Encrypted Alert
56.836032,192.168.1.9,159.127.41.105,TCP,66,53460  >  443 [ACK] Seq=2390 Ack=3963 Win=131008 Len=0 TSval=1074049818 TSecr=4252260889
56.836976,192.168.1.9,159.127.41.105,TLSv1.2,97,Encrypted Alert
56.837141,192.168.1.9,159.127.41.105,TCP,54,"53460  >  443 [RST, ACK] Seq=2421 Ack=3963 Win=131008 Len=0"
56.876715,159.127.41.105,192.168.1.9,TCP,54,443  >  53460 [RST] Seq=3963 Win=0 Len=0
56.97482,173.230.154.240,192.168.1.9,TLSv1.2,844,Application Data
56.974825,173.230.154.240,192.168.1.9,TLSv1.2,132,Application Data
56.974909,192.168.1.9,173.230.154.240,TCP,66,52805  >  443 [ACK] Seq=3631 Ack=1566 Win=2035 Len=0 TSval=1074049956 TSecr=328282290
56.97491,192.168.1.9,173.230.154.240,TCP,66,52805  >  443 [ACK] Seq=3631 Ack=1632 Win=2034 Len=0 TSval=1074049956 TSecr=328282290
56.991269,192.168.1.9,172.217.3.194,UDP,1392,65179  >  443 Len=1350
56.99127,192.168.1.9,172.217.3.194,UDP,135,65179  >  443 Len=93
57.014706,172.217.3.194,192.168.1.9,UDP,63,443  >  65179 Len=21
57.248144,192.168.1.9,52.37.245.64,TCP,78,[TCP Retransmission] 53394  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1074050228 TSecr=0 SACK_PERM=1
57.319055,172.217.3.194,192.168.1.9,UDP,1392,443  >  65179 Len=1350
57.319062,172.217.3.194,192.168.1.9,UDP,1036,443  >  65179 Len=994
57.319064,172.217.3.194,192.168.1.9,UDP,68,443  >  65179 Len=26
57.31952,192.168.1.9,172.217.3.194,UDP,70,65179  >  443 Len=28
57.333491,192.168.1.9,104.254.149.100,TCP,1514,53410  >  443 [ACK] Seq=26475 Ack=4477 Win=131072 Len=1448 TSval=1074050312 TSecr=4273029806 [TCP segment of a reassembled PDU]
57.333492,192.168.1.9,104.254.149.100,TCP,1514,53410  >  443 [ACK] Seq=27923 Ack=4477 Win=131072 Len=1448 TSval=1074050312 TSecr=4273029806 [TCP segment of a reassembled PDU]
57.333492,192.168.1.9,104.254.149.100,TCP,1514,53410  >  443 [ACK] Seq=29371 Ack=4477 Win=131072 Len=1448 TSval=1074050312 TSecr=4273029806 [TCP segment of a reassembled PDU]
57.333492,192.168.1.9,104.254.149.100,TCP,1514,53410  >  443 [ACK] Seq=30819 Ack=4477 Win=131072 Len=1448 TSval=1074050312 TSecr=4273029806 [TCP segment of a reassembled PDU]
57.333493,192.168.1.9,104.254.149.100,TCP,1514,53410  >  443 [ACK] Seq=32267 Ack=4477 Win=131072 Len=1448 TSval=1074050312 TSecr=4273029806 [TCP segment of a reassembled PDU]
57.333493,192.168.1.9,104.254.149.100,TCP,1514,53410  >  443 [ACK] Seq=33715 Ack=4477 Win=131072 Len=1448 TSval=1074050312 TSecr=4273029806 [TCP segment of a reassembled PDU]
57.333494,192.168.1.9,104.254.149.100,TCP,1514,53410  >  443 [ACK] Seq=35163 Ack=4477 Win=131072 Len=1448 TSval=1074050312 TSecr=4273029806 [TCP segment of a reassembled PDU]
57.333494,192.168.1.9,104.254.149.100,TCP,1514,53410  >  443 [ACK] Seq=36611 Ack=4477 Win=131072 Len=1448 TSval=1074050312 TSecr=4273029806 [TCP segment of a reassembled PDU]
57.333494,192.168.1.9,104.254.149.100,TLSv1.2,1140,Application Data
57.344555,192.168.1.9,172.217.3.194,UDP,70,65179  >  443 Len=28
57.346338,192.168.1.9,172.217.3.194,UDP,381,65179  >  443 Len=339
57.351159,192.168.1.9,151.101.1.194,TLSv1.2,777,Application Data
57.377018,151.101.1.194,192.168.1.9,TCP,1450,443  >  51902 [ACK] Seq=72129 Ack=4399 Win=137 Len=1384 TSval=2400057723 TSecr=1074050328 [TCP segment of a reassembled PDU]
57.377022,172.217.3.194,192.168.1.9,UDP,111,443  >  65179 Len=69
57.377195,172.217.3.194,192.168.1.9,UDP,59,443  >  65179 Len=17
57.377198,151.101.1.194,192.168.1.9,TCP,1458,443  >  51902 [ACK] Seq=73513 Ack=4399 Win=137 Len=1384 TSval=2400057723 TSecr=1074050328 [TCP segment of a reassembled PDU]
57.377199,151.101.1.194,192.168.1.9,TLSv1.2,86,Application Data
57.377245,192.168.1.9,151.101.1.194,TCP,66,51902  >  443 [ACK] Seq=4399 Ack=74897 Win=2026 Len=0 TSval=1074050354 TSecr=2400057723
57.377245,192.168.1.9,151.101.1.194,TCP,66,51902  >  443 [ACK] Seq=4399 Ack=74917 Win=2026 Len=0 TSval=1074050354 TSecr=2400057723
57.377547,192.168.1.9,172.217.3.194,UDP,70,65179  >  443 Len=28
57.377589,151.101.1.194,192.168.1.9,TCP,1450,443  >  51902 [ACK] Seq=74917 Ack=4399 Win=137 Len=1384 TSval=2400057723 TSecr=1074050328 [TCP segment of a reassembled PDU]
